Name,Year,Count,Sex,Rank
Reva,2019,2,F,990=
Reya,2019,2,F,990=
Rhue,2019,2,F,990=
Rhyleigh,2019,2,F,990=
Riana,2019,2,F,990=
Rionagh,2019,2,F,990=
Roberta,2019,2,F,990=
Robyn-Rose,2019,2,F,990=
Romilly,2019,2,F,990=
Roni,2019,2,F,990=
Rosalee,2019,2,F,990=
Rosalind,2019,2,F,990=
Rosalyn,2019,2,F,990=
Roseanna,2019,2,F,990=
Roseanne,2019,2,F,990=
Rosey,2019,2,F,990=
Rosha,2019,2,F,990=
Rosie-Mae,2019,2,F,990=
Rosina,2019,2,F,990=
Roslyn,2019,2,F,990=
Rowyn,2019,2,F,990=
Roxanna,2019,2,F,990=
Roxie,2019,2,F,990=
Roxy,2019,2,F,990=
Rubi,2019,2,F,990=
Rubie,2019,2,F,990=
Ruby-Rose,2019,2,F,990=
Rudi,2019,2,F,990=
Ruman,2019,2,F,990=
Rumaysah,2019,2,F,990=
Runa,2019,2,F,990=
Rusalina,2019,2,F,990=
Rya,2019,2,F,990=
Saara,2019,2,F,990=
Safah,2019,2,F,990=
Saffie,2019,2,F,990=
Safia,2019,2,F,990=
Safiya,2019,2,F,990=
Sahar,2019,2,F,990=
Sakina,2019,2,F,990=
Sapphire,2019,2,F,990=
Savannah-Rose,2019,2,F,990=
Scarlet,2019,2,F,990=
Selina,2019,2,F,990=
Shaunnie,2019,2,F,990=
Shay,2019,2,F,990=
Shiza,2019,2,F,990=
Sia,2019,2,F,990=
Sianna,2019,2,F,990=
Sierra,2019,2,F,990=
Sigrid,2019,2,F,990=
Simina,2019,2,F,990=
Simona,2019,2,F,990=
Sinead,2019,2,F,990=
Sophia-Rose,2019,2,F,990=
Sophie-Leigh,2019,2,F,990=
Soraya,2019,2,F,990=
Spencer,2019,2,F,990=
Sri,2019,2,F,990=
Sumayyah,2019,2,F,990=
Susannah,2019,2,F,990=
Taleen,2019,2,F,990=
Tamara,2019,2,F,990=
Taryn,2019,2,F,990=
Teagan,2019,2,F,990=
Teddy,2019,2,F,990=
Teigan,2019,2,F,990=
Teighan,2019,2,F,990=
Theadora,2019,2,F,990=
Therese,2019,2,F,990=
Thora,2019,2,F,990=
Toleen,2019,2,F,990=
Tori,2019,2,F,990=
Trinity,2019,2,F,990=
Tuba,2019,2,F,990=
Umme,2019,2,F,990=
Vada,2019,2,F,990=
Valerie,2019,2,F,990=
Veronica,2019,2,F,990=
Veronika,2019,2,F,990=
Vienna,2019,2,F,990=
Viktoria,2019,2,F,990=
Vilte,2019,2,F,990=
Viviana,2019,2,F,990=
Wateen,2019,2,F,990=
Willis,2019,2,F,990=
Ya,2019,2,F,990=
Yaqeen,2019,2,F,990=
Yarah,2019,2,F,990=
Ylva,2019,2,F,990=
Yusra,2019,2,F,990=
Zahara,2019,2,F,990=
Zara-Rose,2019,2,F,990=
Zaria,2019,2,F,990=
Zaynab,2019,2,F,990=
Zeynep,2019,2,F,990=
Zina,2019,2,F,990=
Ziva,2019,2,F,990=
Zoi,2019,2,F,990=
Harper,2019,198,F,990=
Blair,2019,19,F,990=
Elle,2019,19,F,990=
Liliana,2019,19,F,990=
Maeve,2019,19,F,990=
Natalia,2019,19,F,990=
Payton,2019,19,F,990=
Saoirse,2019,19,F,990=
Talia,2019,19,F,990=
Anastasia,2019,18,F,990=
Bailey,2019,18,F,990=
Brooklyn,2019,18,F,990=
Charley,2019,18,F,990=
Erica,2019,18,F,990=
Helena,2019,18,F,990=
Jessie,2019,18,F,990=
Khloe,2019,18,F,990=
Laura,2019,18,F,990=
Maci,2019,18,F,990=
Macy,2019,18,F,990=
Mara,2019,18,F,990=
Romi,2019,18,F,990=
Mia,2019,179,F,990=
Rosie,2019,178,F,990=
Millie,2019,173,F,990=
Aimee,2019,17,F,990=
Alisha,2019,17,F,990=
Ciara,2019,17,F,990=
Emelia,2019,17,F,990=
Emmie,2019,17,F,990=
Leia,2019,17,F,990=
Lyra,2019,17,F,990=
Miley,2019,17,F,990=
Nadia,2019,17,F,990=
Nieve,2019,17,F,990=
Peyton,2019,17,F,990=
Evie,2019,164,F,990=
Eilidh,2019,162,F,990=
Astrid,2019,16,F,990=
Caoimhe,2019,16,F,990=
Cerys,2019,16,F,990=
Eliana,2019,16,F,990=
Elodie,2019,16,F,990=
Islay,2019,16,F,990=
Laila,2019,16,F,990=
Lilah,2019,16,F,990=
Neave,2019,16,F,990=
Zahra,2019,16,F,990=
Ruby,2019,159,F,990=
Willow,2019,153,F,990=
Blaire,2019,15,F,990=
Esmee,2019,15,F,990=
Fatima,2019,15,F,990=
Fern,2019,15,F,990=
Hailey,2019,15,F,990=
Jess,2019,15,F,990=
Margaret,2019,15,F,990=
Norah,2019,15,F,990=
Seren,2019,15,F,990=
Anna,2019,146,F,990=
Maisie,2019,142,F,990=
Hannah,2019,140,F,990=
Aisha,2019,14,F,990=
Arianna,2019,14,F,990=
Ariella,2019,14,F,990=
Brianna,2019,14,F,990=
Carly,2019,14,F,990=
Ella-Rose,2019,14,F,990=
Faye,2019,14,F,990=
Felicity,2019,14,F,990=
Fiadh,2019,14,F,990=
Jennifer,2019,14,F,990=
Louisa,2019,14,F,990=
Mairi,2019,14,F,990=
Maryam,2019,14,F,990=
Melissa,2019,14,F,990=
Melody,2019,14,F,990=
Murron,2019,14,F,990=
Pippa,2019,14,F,990=
Taylor,2019,14,F,990=
Wiktoria,2019,14,F,990=
Eva,2019,137,F,990=
Abby,2019,13,F,990=
Annabel,2019,13,F,990=
Bobbi,2019,13,F,990=
Erika,2019,13,F,990=
Farrah,2019,13,F,990=
Fearne,2019,13,F,990=
Freyja,2019,13,F,990=
Georgina,2019,13,F,990=
Joanna,2019,13,F,990=
Kali,2019,13,F,990=
Maggie,2019,13,F,990=
Morven,2019,13,F,990=
Neve,2019,13,F,990=
Paisley,2019,13,F,990=
Vaila,2019,13,F,990=
Vivienne,2019,13,F,990=
Wren,2019,13,F,990=
Zainab,2019,13,F,990=
Chloe,2019,127,F,990=
Mila,2019,127,F,990=
Orla,2019,127,F,990=
Isabella,2019,126,F,990=
Ivy,2019,126,F,990=
Emma,2019,125,F,990=
Georgia,2019,124,F,990=
Poppy,2019,122,F,990=
Alex,2019,12,F,990=
Amaya,2019,12,F,990=
Ariya,2019,12,F,990=
Aurla,2019,12,F,990=
Avery,2019,12,F,990=
Beatrice,2019,12,F,990=
Beau,2019,12,F,990=
Casey,2019,12,F,990=
Christina,2019,12,F,990=
Esther,2019,12,F,990=
Hana,2019,12,F,990=
Heather,2019,12,F,990=
Josie,2019,12,F,990=
Kate,2019,12,F,990=
Keeva,2019,12,F,990=
Leila,2019,12,F,990=
Mary,2019,12,F,990=
Winter,2019,12,F,990=
Robyn,2019,118,F,990=
Daisy,2019,111,F,990=
Aizah,2019,11,F,990=
Allie,2019,11,F,990=
Breagha,2019,11,F,990=
Catherine,2019,11,F,990=
Effie,2019,11,F,990=
Emmeline,2019,11,F,990=
Emmy,2019,11,F,990=
Esmae,2019,11,F,990=
Gabriela,2019,11,F,990=
Harlie,2019,11,F,990=
Isabel,2019,11,F,990=
Kiara,2019,11,F,990=
Lori,2019,11,F,990=
Mabel,2019,11,F,990=
Madeleine,2019,11,F,990=
Margot,2019,11,F,990=
Mariam,2019,11,F,990=
Miriam,2019,11,F,990=
Oliwia,2019,11,F,990=
Reeva,2019,11,F,990=
Una,2019,11,F,990=
Zara,2019,109,F,990=
Gracie,2019,104,F,990=
Holly,2019,104,F,990=
Skye,2019,100,F,990=
Alanna,2019,10,F,990=
Amara,2019,10,F,990=
Amelia-Rose,2019,10,F,990=
Anya,2019,10,F,990=
Aubrey,2019,10,F,990=
Cassie,2019,10,F,990=
Delilah,2019,10,F,990=
Ebony,2019,10,F,990=
Edie,2019,10,F,990=
Eryn,2019,10,F,990=
Everly,2019,10,F,990=
Fallon,2019,10,F,990=
Harper-Rose,2019,10,F,990=
Josephine,2019,10,F,990=
Kaitlyn,2019,10,F,990=
Katherine,2019,10,F,990=
Kennedy,2019,10,F,990=
Klara,2019,10,F,990=
Lillian,2019,10,F,990=
Minnie,2019,10,F,990=
Morgan,2019,10,F,990=
Myah,2019,10,F,990=
Natalie,2019,10,F,990=
Nela,2019,10,F,990=
Nevaeh,2019,10,F,990=
Nia,2019,10,F,990=
Noa,2019,10,F,990=
Perrie,2019,10,F,990=
Pola,2019,10,F,990=
Remy,2019,10,F,990=
Romy,2019,10,F,990=
Sloane,2019,10,F,990=
Valentina,2019,10,F,990=
Aadhira,2019,1,F,1487=
Aadya,2019,1,F,1487=
Aaiva,2019,1,F,1487=
Aalea,2019,1,F,1487=
Aaleah,2019,1,F,1487=
Aaleigha,2019,1,F,1487=
Aalifa,2019,1,F,1487=
Aaliyah-Rose,2019,1,F,1487=
Aamie,2019,1,F,1487=
Aamiya,2019,1,F,1487=
Aamna,2019,1,F,1487=
Aaneyah,2019,1,F,1487=
Aania,2019,1,F,1487=
Aaradhya,2019,1,F,1487=
Aarchie,2019,1,F,1487=
Aariyah-Reign,2019,1,F,1487=
Aarla,2019,1,F,1487=
Aarna,2019,1,F,1487=
Aaruhi,2019,1,F,1487=
Aaryanna,2019,1,F,1487=
Aaryia,2019,1,F,1487=
Aasiya,2019,1,F,1487=
Aayesha,2019,1,F,1487=
Aaylah,2019,1,F,1487=
Aayra,2019,1,F,1487=
Aaziz,2019,1,F,1487=
Abbigail,2019,1,F,1487=
Abeeha,2019,1,F,1487=
Abeera,2019,1,F,1487=
Abi-Gail,2019,1,F,1487=
Abigail-Louise,2019,1,F,1487=
Abigale,2019,1,F,1487=
Abiha,2019,1,F,1487=
Abisha,2019,1,F,1487=
Abra,2019,1,F,1487=
Abrielle,2019,1,F,1487=
Absalat,2019,1,F,1487=
Acacia-Skye,2019,1,F,1487=
Ada-Grace,2019,1,F,1487=
Ada-Rae,2019,1,F,1487=
Ada-Rose,2019,1,F,1487=
Adaleigh-May,2019,1,F,1487=
Adalet,2019,1,F,1487=
Adalind,2019,1,F,1487=
Adalynn,2019,1,F,1487=
Adama,2019,1,F,1487=
Adbah,2019,1,F,1487=
Addilynn,2019,1,F,1487=
Addisyn,2019,1,F,1487=
Addisyn-Leigh,2019,1,F,1487=
Addysyn,2019,1,F,1487=
Adebola,2019,1,F,1487=
Adela,2019,1,F,1487=
Adelina,2019,1,F,1487=
Adelyn,2019,1,F,1487=
Aden,2019,1,F,1487=
Adeola,2019,1,F,1487=
Adhiya,2019,1,F,1487=
Adie,2019,1,F,1487=
Adison,2019,1,F,1487=
Adita,2019,1,F,1487=
Adjoa,2019,1,F,1487=
Adora,2019,1,F,1487=
Adria,2019,1,F,1487=
Adrianne,2019,1,F,1487=
Adriel,2019,1,F,1487=
Adrija,2019,1,F,1487=
Adya,2019,1,F,1487=
Adyss,2019,1,F,1487=
Aela,2019,1,F,1487=
Aelish,2019,1,F,1487=
Aerith,2019,1,F,1487=
Aeryn,2019,1,F,1487=
Afeeya,2019,1,F,1487=
Afiya,2019,1,F,1487=
Afizah,2019,1,F,1487=
Afnan,2019,1,F,1487=
Afolawe,2019,1,F,1487=
Afrah,2019,1,F,1487=
Africa,2019,1,F,1487=
Afsah,2019,1,F,1487=
Afton,2019,1,F,1487=
Ahrya,2019,1,F,1487=
Aida-Leigh,2019,1,F,1487=
Aidah,2019,1,F,1487=
Aiddah,2019,1,F,1487=
Aidy,2019,1,F,1487=
Aiiila,2019,1,F,1487=
Aila-Mae,2019,1,F,1487=
Aileana,2019,1,F,1487=
Aileen,2019,1,F,1487=
Aileigh,2019,1,F,1487=
Ailia,2019,1,F,1487=
Ailliah-Liligh,2019,1,F,1487=
Aima,2019,1,F,1487=
Aiman,2019,1,F,1487=
Aimee-Leigh,2019,1,F,1487=
Aimel,2019,1,F,1487=
Aimellia,2019,1,F,1487=
Aimen,2019,1,F,1487=
Ainsleigh,2019,1,F,1487=
Airah,2019,1,F,1487=
Airayh-Rose,2019,1,F,1487=
Airlie,2019,1,F,1487=
Aise,2019,1,F,1487=
Aitana,2019,1,F,1487=
Aiva,2019,1,F,1487=
Aiya,2019,1,F,1487=
Aiyla-Rose,2019,1,F,1487=
Aja,2019,1,F,1487=
Ajsa,2019,1,F,1487=
Ajuni,2019,1,F,1487=
Ajwa,2019,1,F,1487=
Akemi,2019,1,F,1487=
Akira,2019,1,F,1487=
Akshara,2019,1,F,1487=
Akvile,2019,1,F,1487=
Ala,2019,1,F,1487=
Alaana,2019,1,F,1487=
Alaeya,2019,1,F,1487=
Alaeyah,2019,1,F,1487=
Alaeze,2019,1,F,1487=
Alaiya,2019,1,F,1487=
Alaniz,2019,1,F,1487=
Alaska,2019,1,F,1487=
Alba-Nova,2019,1,F,1487=
Alea-May,2019,1,F,1487=
Aleasha,2019,1,F,1487=
Aleeah,2019,1,F,1487=
Aleecia,2019,1,F,1487=
Aleen,2019,1,F,1487=
Aleesia,2019,1,F,1487=
Aleezah,2019,1,F,1487=
Aleia-Rose,2019,1,F,1487=
Aleigha-Mae,2019,1,F,1487=
Aleighs,2019,1,F,1487=
Aleisha-Marie,2019,1,F,1487=
Alejandra,2019,1,F,1487=
Alessia-Anastasia,2019,1,F,1487=
Alexa,2019,1,F,1487=
Alexia,2019,1,F,1487=
Alexica,2019,1,F,1487=
Alexsandra,2019,1,F,1487=
Alexys,2019,1,F,1487=
Alfonsina,2019,1,F,1487=
Alhora,2019,1,F,1487=
Aliana,2019,1,F,1487=
Alianna,2019,1,F,1487=
Alienor,2019,1,F,1487=
Alija,2019,1,F,1487=
Alirea,2019,1,F,1487=
Alishah,2019,1,F,1487=
Alishbah,2019,1,F,1487=
Alita,2019,1,F,1487=
Alivia,2019,1,F,1487=
Aliza,2019,1,F,1487=
Alizay,2019,1,F,1487=
Allana,2019,1,F,1487=
Allanah,2019,1,F,1487=
Allannia,2019,1,F,1487=
Allegra,2019,1,F,1487=
Allie-Jane,2019,1,F,1487=
Allie-Mae,2019,1,F,1487=
Allison,2019,1,F,1487=
Altha,2019,1,F,1487=
Althea,2019,1,F,1487=
Alyana,2019,1,F,1487=
Alyia,2019,1,F,1487=
Alysha,2019,1,F,1487=
Alyshea,2019,1,F,1487=
Alyssa-Esmae,2019,1,F,1487=
Alyx,2019,1,F,1487=
Amaal,2019,1,F,1487=
Amaaya,2019,1,F,1487=
Amalia-Catalina,2019,1,F,1487=
Amanah,2019,1,F,1487=
Amanpreet,2019,1,F,1487=
Amanya,2019,1,F,1487=
Amarra,2019,1,F,1487=
Amaryah,2019,1,F,1487=
Amaya-Grace,2019,1,F,1487=
Amayra,2019,1,F,1487=
Amber-Jane,2019,1,F,1487=
Amber-Jo,2019,1,F,1487=
Amber-Lee,2019,1,F,1487=
Amber-Leigh,2019,1,F,1487=
Amber-Rayne,2019,1,F,1487=
Amber-Rose,2019,1,F,1487=
Ambre,2019,1,F,1487=
Ameelah,2019,1,F,1487=
Ameeya,2019,1,F,1487=
Ameli,2019,1,F,1487=
Amelia-Jane,2019,1,F,1487=
Amelia-Kate,2019,1,F,1487=
Amelia-Lilly,2019,1,F,1487=
Amelia-Mae,2019,1,F,1487=
Amelija,2019,1,F,1487=
Ameliya,2019,1,F,1487=
Amellia-Lilly,2019,1,F,1487=
Amera-Catherine,2019,1,F,1487=
Ameria,2019,1,F,1487=
Amie,2019,1,F,1487=
Amila,2019,1,F,1487=
Amilya,2019,1,F,1487=
Aminah,2019,1,F,1487=
Aminata,2019,1,F,1487=
Amiyah-Lee,2019,1,F,1487=
Amrit,2019,1,F,1487=
Amrita,2019,1,F,1487=
Amy-Lee,2019,1,F,1487=
Amy-Leigh,2019,1,F,1487=
Amylee,2019,1,F,1487=
Amyra,2019,1,F,1487=
An,2019,1,F,1487=
Anaaley,2019,1,F,1487=
Anaaya,2019,1,F,1487=
Anabelle,2019,1,F,1487=
Anaika,2019,1,F,1487=
Anais-Nicoleta,2019,1,F,1487=
Anaiyah-Rose,2019,1,F,1487=
Anakeni,2019,1,F,1487=
Anamta,2019,1,F,1487=
Ananya,2019,1,F,1487=
Anastasia-Zenaida,2019,1,F,1487=
Anastasija,2019,1,F,1487=
Anastazia,2019,1,F,1487=
Anatolia,2019,1,F,1487=
Anaum,2019,1,F,1487=
Ance,2019,1,F,1487=
Andrada,2019,1,F,1487=
Andreea,2019,1,F,1487=
Aneesah,2019,1,F,1487=
Aneira,2019,1,F,1487=
Anela,2019,1,F,1487=
Anelisse,2019,1,F,1487=
Anella,2019,1,F,1487=
Anfaal,2019,1,F,1487=
Anfal,2019,1,F,1487=
Angela-Rose,2019,1,F,1487=
Angelina-Maria,2019,1,F,1487=
Angelique,2019,1,F,1487=
Ania,2019,1,F,1487=
Anika,2019,1,F,1487=
Anina,2019,1,F,1487=
Anisha,2019,1,F,1487=
Anishza,2019,1,F,1487=
Anissa,2019,1,F,1487=
Anita,2019,1,F,1487=
Aniya,2019,1,F,1487=
Anja,2019,1,F,1487=
Anjali,2019,1,F,1487=
Anka,2019,1,F,1487=
Anna-Lee,2019,1,F,1487=
Anna-Maree,2019,1,F,1487=
Annabell,2019,1,F,1487=
Annagrace,2019,1,F,1487=
Annah,2019,1,F,1487=
Annalei,2019,1,F,1487=
Annaleigh,2019,1,F,1487=
Annalise-Margaret,2019,1,F,1487=
Anne,2019,1,F,1487=
Annelies,2019,1,F,1487=
Anneliese,2019,1,F,1487=
Annemarie,2019,1,F,1487=
Annest,2019,1,F,1487=
Anni,2019,1,F,1487=
Annika,2019,1,F,1487=
Annilyse,2019,1,F,1487=
Annis,2019,1,F,1487=
Annissa,2019,1,F,1487=
Anora,2019,1,F,1487=
Anoushka,2019,1,F,1487=
Ansharah,2019,1,F,1487=
Anvika,2019,1,F,1487=
Anwen,2019,1,F,1487=
Aoibhe,2019,1,F,1487=
Aoibhinn,2019,1,F,1487=
Apolonia,2019,1,F,1487=
Apple,2019,1,F,1487=
Aqdas,2019,1,F,1487=
Arabela,2019,1,F,1487=
Arabelle,2019,1,F,1487=
Araisha,2019,1,F,1487=
Aramya,2019,1,F,1487=
Arantza,2019,1,F,1487=
Araucaria,2019,1,F,1487=
Ardena,2019,1,F,1487=
Areeba,2019,1,F,1487=
Areesha,2019,1,F,1487=
Areia,2019,1,F,1487=
Arella,2019,1,F,1487=
Aretousa,2019,1,F,1487=
Areyana,2019,1,F,1487=
Argyle,2019,1,F,1487=
Ari,2019,1,F,1487=
Aria-Jane,2019,1,F,1487=
Aria-Leigh,2019,1,F,1487=
Ariadna,2019,1,F,1487=
Ariadni,2019,1,F,1487=
Ariah-Rose,2019,1,F,1487=
Ariam,2019,1,F,1487=
Ariana-Ioana,2019,1,F,1487=
Arianah,2019,1,F,1487=
Ariane,2019,1,F,1487=
Arianna-Sammy,2019,1,F,1487=
Arika,2019,1,F,1487=
Aristea,2019,1,F,1487=
Arisu,2019,1,F,1487=
Arla-Jane,2019,1,F,1487=
Arlie,2019,1,F,1487=
Arlina,2019,1,F,1487=
Arlowe,2019,1,F,1487=
Arly,2019,1,F,1487=
Armina,2019,1,F,1487=
Aroha,2019,1,F,1487=
Arooj,2019,1,F,1487=
Aroosh,2019,1,F,1487=
Aroush,2019,1,F,1487=
Arra,2019,1,F,1487=
Arrabella,2019,1,F,1487=
Arrah,2019,1,F,1487=
Arreigha-Leigh,2019,1,F,1487=
Arrianna,2019,1,F,1487=
Arshiya,2019,1,F,1487=
Arsyila,2019,1,F,1487=
Arty,2019,1,F,1487=
Aruna,2019,1,F,1487=
Arya-Lee,2019,1,F,1487=
Aryaa,2019,1,F,1487=
Aryah,2019,1,F,1487=
Aryam,2019,1,F,1487=
Aryanna,2019,1,F,1487=
Aryiah,2019,1,F,1487=
Aryn,2019,1,F,1487=
Asher,2019,1,F,1487=
Ashlea,2019,1,F,1487=
Ashlyn,2019,1,F,1487=
Ashwaq,2019,1,F,1487=
Asiyah,2019,1,F,1487=
Asli,2019,1,F,1487=
Aspen,2019,1,F,1487=
Aspyn,2019,1,F,1487=
Assia,2019,1,F,1487=
Asta,2019,1,F,1487=
Aster,2019,1,F,1487=
Asteya,2019,1,F,1487=
Astryd,2019,1,F,1487=
Aswana,2019,1,F,1487=
Atarah,2019,1,F,1487=
Athea,2019,1,F,1487=
Athena-Rose,2019,1,F,1487=
Atla,2019,1,F,1487=
Atlanta-Rome,2019,1,F,1487=
Atlantis,2019,1,F,1487=
Atlas,2019,1,F,1487=
Atmika,2019,1,F,1487=
Aubre,2019,1,F,1487=
Audi,2019,1,F,1487=
August,2019,1,F,1487=
Aura,2019,1,F,1487=
Aurelia-Rose,2019,1,F,1487=
Auria,2019,1,F,1487=
Aurora-Belle,2019,1,F,1487=
Aurora-Grace,2019,1,F,1487=
Aurora-Joan,2019,1,F,1487=
Aurora-Joy,2019,1,F,1487=
Aurora-Mae,2019,1,F,1487=
Aurora-Marie,2019,1,F,1487=
Aurora-Reign,2019,1,F,1487=
Aurora-Rose,2019,1,F,1487=
Aurorah,2019,1,F,1487=
Austen,2019,1,F,1487=
Autumn-Lilly,2019,1,F,1487=
Ava-Anemone,2019,1,F,1487=
Ava-Fatima,2019,1,F,1487=
Ava-Leigh,2019,1,F,1487=
Ava-Lucia,2019,1,F,1487=
Ava-Mae,2019,1,F,1487=
Ava-Maria,2019,1,F,1487=
Ava-Rae,2019,1,F,1487=
Avaa,2019,1,F,1487=
Avah-Mae,2019,1,F,1487=
Avah-Rose,2019,1,F,1487=
Avairy,2019,1,F,1487=
Avalon,2019,1,F,1487=
Avanna,2019,1,F,1487=
Avarra,2019,1,F,1487=
Avayah,2019,1,F,1487=
Avia,2019,1,F,1487=
Aviagh,2019,1,F,1487=
Aviana-Grayse,2019,1,F,1487=
Avie,2019,1,F,1487=
Avika,2019,1,F,1487=
Avina,2019,1,F,1487=
Avneet,2019,1,F,1487=
Awa,2019,1,F,1487=
Awen,2019,1,F,1487=
Axel,2019,1,F,1487=
Ayanah,2019,1,F,1487=
Ayden,2019,1,F,1487=
Ayevbosa,2019,1,F,1487=
Ayla-May,2019,1,F,1487=
Ayla-Rose,2019,1,F,1487=
Ayleashateri,2019,1,F,1487=
Ayleigh,2019,1,F,1487=
Ayley,2019,1,F,1487=
Ayliah-Grace,2019,1,F,1487=
Aylie-Jane,2019,1,F,1487=
Aylin,2019,1,F,1487=
Aylish,2019,1,F,1487=
Aymun,2019,1,F,1487=
Ayna,2019,1,F,1487=
Ayona,2019,1,F,1487=
Ayrah,2019,1,F,1487=
Ayshenur,2019,1,F,1487=
Ayumi,2019,1,F,1487=
Ayushi,2019,1,F,1487=
Ayvah-Grace,2019,1,F,1487=
Ayza,2019,1,F,1487=
Azaiiyah,2019,1,F,1487=
Azdrid,2019,1,F,1487=
Azeen,2019,1,F,1487=
Azelia,2019,1,F,1487=
Azia,2019,1,F,1487=
Baani,2019,1,F,1487=
Bahar,2019,1,F,1487=
Bailee,2019,1,F,1487=
Bailey-Jae,2019,1,F,1487=
Bailie,2019,1,F,1487=
Bao,2019,1,F,1487=
Bareera,2019,1,F,1487=
Bareerah,2019,1,F,1487=
Baylee,2019,1,F,1487=
Bayleigh,2019,1,F,1487=
Beaux,2019,1,F,1487=
Becca,2019,1,F,1487=
Befreen,2019,1,F,1487=
Beftu,2019,1,F,1487=
Bella-Anne,2019,1,F,1487=
Bella-Marie,2019,1,F,1487=
Bella-May,2019,1,F,1487=
Bellatrix,2019,1,F,1487=
Bennett,2019,1,F,1487=
Bernadette,2019,1,F,1487=
Bernice,2019,1,F,1487=
Berry,2019,1,F,1487=
Bessie,2019,1,F,1487=
Betiel,2019,1,F,1487=
Betty,2019,1,F,1487=
Beugh,2019,1,F,1487=
Bexley,2019,1,F,1487=
Beza,2019,1,F,1487=
Bibiana,2019,1,F,1487=
Billie-Jo,2019,1,F,1487=
Billie-Leigh,2019,1,F,1487=
Billie-Mae,2019,1,F,1487=
Bintou,2019,1,F,1487=
Bitanya,2019,1,F,1487=
Blaine,2019,1,F,1487=
Blair-Rose,2019,1,F,1487=
Bliss,2019,1,F,1487=
Blue,2019,1,F,1487=
Boshra,2019,1,F,1487=
Bowie,2019,1,F,1487=
Braa,2019,1,F,1487=
Brady,2019,1,F,1487=
Brae,2019,1,F,1487=
Braegha,2019,1,F,1487=
Braelyn,2019,1,F,1487=
Bramble,2019,1,F,1487=
Breanna,2019,1,F,1487=
Breia,2019,1,F,1487=
Breigh,2019,1,F,1487=
Bridgit,2019,1,F,1487=
Briea,2019,1,F,1487=
Brieaca,2019,1,F,1487=
Briella,2019,1,F,1487=
Brielle,2019,1,F,1487=
Brinard,2019,1,F,1487=
Brittany,2019,1,F,1487=
Brodey,2019,1,F,1487=
Brogan-Leigh,2019,1,F,1487=
Broghan,2019,1,F,1487=
Bronwyn,2019,1,F,1487=
Brooklin,2019,1,F,1487=
Brooklynn,2019,1,F,1487=
Brooklynne,2019,1,F,1487=
Bryse,2019,1,F,1487=
Bupe,2019,1,F,1487=
Buraq,2019,1,F,1487=
Butool,2019,1,F,1487=
Cacey,2019,1,F,1487=
Caci-J,2019,1,F,1487=
Cadey,2019,1,F,1487=
Cadhla,2019,1,F,1487=
Cadi,2019,1,F,1487=
Caeli,2019,1,F,1487=
Caelyn,2019,1,F,1487=
Caera,2019,1,F,1487=
Caicee,2019,1,F,1487=
Caicey,2019,1,F,1487=
Caidence,2019,1,F,1487=
Caila,2019,1,F,1487=
Cailie,2019,1,F,1487=
Cailin,2019,1,F,1487=
Cairistiona,2019,1,F,1487=
Cairn,2019,1,F,1487=
Cait,2019,1,F,1487=
Calah,2019,1,F,1487=
Calanais,2019,1,F,1487=
Caledonia,2019,1,F,1487=
Cali-Mae,2019,1,F,1487=
Calize,2019,1,F,1487=
Callah,2019,1,F,1487=
Callia,2019,1,F,1487=
Callidh,2019,1,F,1487=
Callie-Jo,2019,1,F,1487=
Callie-Mae,2019,1,F,1487=
Calliope,2019,1,F,1487=
Calyssa,2019,1,F,1487=
Cameron,2019,1,F,1487=
Camie,2019,1,F,1487=
Candace,2019,1,F,1487=
Cardie-Grace,2019,1,F,1487=
Carina,2019,1,F,1487=
Caris,2019,1,F,1487=
Carleigh,2019,1,F,1487=
Carli,2019,1,F,1487=
Carlotta,2019,1,F,1487=
Carlyn-Marie,2019,1,F,1487=
Carmela-Maria,2019,1,F,1487=
Carmen-Rose,2019,1,F,1487=
Carmyn,2019,1,F,1487=
Carol,2019,1,F,1487=
Carol-Anne,2019,1,F,1487=
Carolann,2019,1,F,1487=
Carra,2019,1,F,1487=
Carrera,2019,1,F,1487=
Carrigan,2019,1,F,1487=
Carsan,2019,1,F,1487=
Casandra,2019,1,F,1487=
Casea,2019,1,F,1487=
Casey-Leigh,2019,1,F,1487=
Casey-Mae,2019,1,F,1487=
Cassie-Mae,2019,1,F,1487=
Cataleya,2019,1,F,1487=
Catalina,2019,1,F,1487=
Caterina,2019,1,F,1487=
Catherine-Rose,2019,1,F,1487=
Catrin,2019,1,F,1487=
Catrina,2019,1,F,1487=
Cayla,2019,1,F,1487=
Caylah,2019,1,F,1487=
Ce,2019,1,F,1487=
Cece,2019,1,F,1487=
Cecelia-Rose,2019,1,F,1487=
Cecile,2019,1,F,1487=
Ceilidh,2019,1,F,1487=
Ceira,2019,1,F,1487=
Ceitlin,2019,1,F,1487=
Celia,2019,1,F,1487=
Ceryn,2019,1,F,1487=
Chahat,2019,1,F,1487=
Chanel-Rose,2019,1,F,1487=
Chanell,2019,1,F,1487=
Chantilly,2019,1,F,1487=
Charis,2019,1,F,1487=
Charlea,2019,1,F,1487=
Charleena,2019,1,F,1487=
Charleigh-Anne,2019,1,F,1487=
Charley-May,2019,1,F,1487=
Charley-Rose,2019,1,F,1487=
Charlotte-Lillie,2019,1,F,1487=
Charlotte-Louise,2019,1,F,1487=
Charly,2019,1,F,1487=
